"commodity_desc","table_name","attribute_desc","unit_desc","year_id","amount"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Total","1,000 head","2022","19656.5"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For beef cow replacement","1,000 head","2022","5299.5"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For milk cow replacement","1,000 head","2022","4222.1"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Other heifers","1,000 head","2022","10134.9"
"Cattle","January 1 cattle inventory","Steers over 500 pounds","1,000 head","2022","16696.7"
"Cattle","January 1 cattle inventory","Bulls over 500 pounds","1,000 head","2022","2109.6"
"Cattle","January 1 cattle inventory","Calves under 500 pounds","1,000 head","2022","13979.7"
"Cattle","January 1 cattle inventory","Calf crop: Jan-June","1,000 head","2022","25300"
"Cattle","January 1 cattle inventory","Calf crop: July-Dec","1,000 head","2022","9139.5"
"Cattle","January 1 cattle inventory","Cattle and calves","1,000 head","2023","88841"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Total","1,000 head","2023","38336.8"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Beef cows","1,000 head","2023","28939.3"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Milk cows","1,000 head","2023","9397.5"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Total","1,000 head","2023","18760.7"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For beef cow replacement","1,000 head","2023","4929.6"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For milk cow replacement","1,000 head","2023","4073.6"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Other heifers","1,000 head","2023","9757.5"
"Cattle","January 1 cattle inventory","Steers over 500 pounds","1,000 head","2023","16056.5"
"Cattle","January 1 cattle inventory","Bulls over 500 pounds","1,000 head","2023","2029"
"Cattle","January 1 cattle inventory","Calves under 500 pounds","1,000 head","2023","13658"
"Cattle","January 1 cattle inventory","Calf crop: Jan-June","1,000 head","2023","24700"
"Cattle","January 1 cattle inventory","Calf crop: July-Dec","1,000 head","2023","8863"
"Cattle","January 1 cattle inventory","Cattle and calves","1,000 head","2024","87157.4"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Total","1,000 head","2024","37359.8"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Beef cows","1,000 head","2024","28013"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Milk cows","1,000 head","2024","9346.8"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Total","1,000 head","2024","18320"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For beef cow replacement","1,000 head","2024","4718.3"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For milk cow replacement","1,000 head","2024","3951.2"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Other heifers","1,000 head","2024","9650.5"
"Cattle","January 1 cattle inventory","Steers over 500 pounds","1,000 head","2024","15959.2"
"Cattle","January 1 cattle inventory","Bulls over 500 pounds","1,000 head","2024","2030.7"
"Cattle","January 1 cattle inventory","Calves under 500 pounds","1,000 head","2024","13487.7"
"Cattle","January 1 cattle inventory","Calf crop: Jan-June","1,000 head","2024","24600"
"Cattle","January 1 cattle inventory","Calf crop: July-Dec","1,000 head","2024","8929.5"
"Cattle","January 1 cattle inventory","Cattle and calves","1,000 head","2025","86662.2"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Total","1,000 head","2025","37212.8"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Beef cows","1,000 head","2025","27863.5"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Milk cows","1,000 head","2025","9349.3"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Total","1,000 head","2025","18179.9"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For beef cow replacement","1,000 head","2025","4672.4"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For milk cow replacement","1,000 head","2025","3914.3"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Other heifers","1,000 head","2025","9593.2"
"Cattle","January 1 cattle inventory","Steers over 500 pounds","1,000 head","2025","15802.4"
"Cattle","January 1 cattle inventory","Bulls over 500 pounds","1,000 head","2025","2009"
"Cattle","January 1 cattle inventory","Calves under 500 pounds","1,000 head","2025","13458.1"
"Cattle","January 1 cattle inventory","Calf crop: Jan-June","1,000 head","2025","24300"
"Cattle","January 1 cattle inventory","Calf crop: July-Dec","1,000 head","2025","8800"
"Cattle","January 1 cattle inventory","Cattle and calves","Percent change from previous year","2025","-0.568167476312986"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Total","Percent change from previous year","2025","-0.393471057125572"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Beef cows","Percent change from previous year","2025","-0.533680791061297"
"Cattle","January 1 cattle inventory","Cows and heifers that have calved - Milk cows","Percent change from previous year","2025","0.0267471220096738"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Total","Percent change from previous year","2025","-0.764737991266362"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For beef cow replacement","Percent change from previous year","2025","-0.972808002882408"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds For milk cow replacement","Percent change from previous year","2025","-0.933893500708638"
"Cattle","January 1 cattle inventory","Heifers over 500 pounds Other heifers","Percent change from previous year","2025","-0.593751619087091"
"Cattle","January 1 cattle inventory","Steers over 500 pounds","Percent change from previous year","2025","-0.982505388741295"
"Cattle","January 1 cattle inventory","Bulls over 500 pounds","Percent change from previous year","2025","-1.068597035505"
"Cattle","January 1 cattle inventory","Calves under 500 pounds","Percent change from previous year","2025","-0.219459210984829"
"Cattle","January 1 cattle inventory","Calf crop: Jan-June","Percent change from previous year","2025",NA
"Cattle","January 1 cattle inventory","Calf crop: July-Dec","Percent change from previous year","2025",NA
