"seriesType","seriesID","seriesName","year","monthNumber","unit","value"
"Average retail price","APU0000712311","Tomatoes, field grown","2012",3,"Dollars per pound",1.452
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2012",3,"Dollars per 16 oz.",2.782
"Average retail price","APU0000714233","Beans, dried","2012",3,"Dollars per pound",1.445
"Average retail price","APU0000718311","Potato chips","2012",3,"Dollars per 16 oz.",5.087
"Average retail price","APU0000FL2101","Lettuce, romaine","2012",3,"Dollars per pound",1.509
"Consumer Price Index","CUUR0000SAF1","Food","2012",3,"Base 1982-84=100",232.792
"Consumer Price Index","CUUR0000SAF11","Food at home","2012",3,"Base 1982-84=100",231.383
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2012",3,"Base 1982-84=100",316.764
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2012",3,"Base 1982-84=100",326.876
"Consumer Price Index","CUUR0000SEFK01","Apples","2012",3,"Base 1982-84=100",308.137
"Consumer Price Index","CUUR0000SEFK02","Bananas","2012",3,"Base 1982-84=100",206.616
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2012",3,"Base December 1997=100",190.645
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2012",3,"Base December 1997=100",113.869
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2012",3,"Base 1982-84=100",304.836
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2012",3,"Base 1982-84=100",332.347
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2012",3,"Base 1982-84=100",282.667
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2012",3,"Base 1982-84=100",298.768
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2012",3,"Base 1982-84=100",308.22
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2012",3,"Base December 1997=100",156.464
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2012",3,"Base December 1997=100",149.474
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2012",3,"Base December 1997=100",128.658
"Consumer Price Index","CUUR0000SEFV","Food away from home","2012",3,"Base 1982-84=100",236.073
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2012",3,"Base 1982-84=100",371.108
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2012",3,"Base December 1997=100",148.549
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2012",3,"Base 1982-84=100",205.155
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2012",3,"Base December 1997=100",169.152
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2012",3,"Base December 1997=100",197.776
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2012",3,"Base December 1997=100",138.534
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2012",3,"Base 1982-84=100",110.43
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2012",3,"Base 1982=100",206.2
"Producer Price Index","WPU01","All farm products","2012",3,"Base 1982=100",191.1
"Producer Price Index","WPU0111","All fresh fruits and melons","2012",3,"Base 1982=100",115.4
"Producer Price Index","WPU011101","All citrus fruits","2012",3,"Base 1982=100",143.1
"Producer Price Index","WPU01110101","Grapefruits","2012",3,"Base 1982=100",207.9
"Producer Price Index","WPU01110104","Lemons","2012",3,"Base 1982=100",220.7
"Producer Price Index","WPU01110105","Oranges, Valencia","2012",3,"Base 1982=100",108.8
"Producer Price Index","WPU01110106","Oranges, navel","2012",3,"Base 1982=100",101.1
"Producer Price Index","WPU01110108","Tangerines","2012",3,"Base 1991=100",144.9
"Producer Price Index","WPU011102","All other fruits and berries","2012",3,"Base 1982=100",116.6
"Producer Price Index","WPU01110208","Apples, Granny Smith","2012",3,"Base 1991=100",127.3
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2012",3,"Base 1991=100",141.5
"Producer Price Index","WPU01110215","Apples, Red Delicious","2012",3,"Base 1991=100",199.1
"Producer Price Index","WPU01110216","Apples, McIntosh","2012",3,"Base 1982=100",166.4
"Producer Price Index","WPU01110221","Pears","2012",3,"Base 1982=100",92.6
"Producer Price Index","WPU01110222","Strawberries","2012",3,"Base 1982=100",160.1
"Producer Price Index","WPU01110224","Raspberries","2012",3,"Base 1991=100",45.4
"Producer Price Index","WPU011103","All melons","2012",3,"Base 1991=100",114
"Producer Price Index","WPU01110301","Cantaloupes","2012",3,"Base 1982=100",115.7
"Producer Price Index","WPU0113","All fresh and dry vegetables","2012",3,"Base 1982=100",167.6
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2012",3,"Base 1982=100",240.1
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2012",3,"Base 1982=100",150.2
"Producer Price Index","WPU01130211","Cabbage","2012",3,"Base 1982=100",177.4
"Producer Price Index","WPU01130212","Carrots","2012",3,"Base 1982=100",184.9
"Producer Price Index","WPU01130213","Celery","2012",3,"Base 1982=100",157.5
"Producer Price Index","WPU01130214","Sweet corn","2012",3,"Base 1982=100",136.1
"Producer Price Index","WPU01130215","Lettuce","2012",3,"Base 1982=100",114.2
"Producer Price Index","WPU01130216","Onions, dry","2012",3,"Base 1982=100",95.4
"Producer Price Index","WPU01130217","Tomatoes","2012",3,"Base 1982=100",199.5
"Producer Price Index","WPU01130218","Snap beans","2012",3,"Base 1982=100",255.3
"Producer Price Index","WPU01130222","Broccoli","2012",3,"Base 1991=100",165.8
"Producer Price Index","WPU01130223","Cauliflower","2012",3,"Base 1991=100",77.3
"Producer Price Index","WPU01130224","Spinach","2012",3,"Base 1991=100",411
"Producer Price Index","WPU01130225","Greens","2012",3,"Base 1991=100",163.8
"Producer Price Index","WPU01130226","Endive","2012",3,"Base 1991=100",524.2
"Producer Price Index","WPU01130228","Green peppers","2012",3,"Base 1991=100",291.9
"Producer Price Index","WPU01130229","Eggplant","2012",3,"Base 1991=100",320.7
"Producer Price Index","WPU01130231","Squash","2012",3,"Base 1991=100",219.2
"Producer Price Index","WPU01130232","Beets","2012",3,"Base 1991=100",125.6
"Producer Price Index","WPU01130234","Cucumbers","2012",3,"Base 1991=100",208
"Producer Price Index","WPU011303","Sweet potatoes","2012",3,"Base 1982=100",117
"Producer Price Index","WPU011306","Potatoes, all","2012",3,"Base 2011=100",111.5
"Producer Price Index","WPU01130602","Potatoes, round white","2012",3,"Base 1991=100",258.3
"Producer Price Index","WPU01130603","Potatoes, russet","2012",3,"Base 1991=100",169.8
"Producer Price Index","WPU01130604","Potatoes, round red","2012",3,"Base 1991=100",176.9
"Producer Price Index","WPU0119","All tree nuts","2012",3,"Base 1982=100",1092.7
"Producer Price Index","WPU01190101","Pecans","2012",3,"Base 1982=100",956.4
"Producer Price Index","WPU01190102","Almonds","2012",3,"Base 1991=100",244.1
"Producer Price Index","WPU01190103","Filberts","2012",3,"Base 1991=100",276.7
"Producer Price Index","WPU01190104","Walnuts","2012",3,"Base 1991=100",320.1
"Producer Price Index","WPU02","All processed foods and feeds","2012",3,"Base 1982=100",201.6
"Producer Price Index","WPU024","All processed fruits and vegetables","2012",3,"Base 1982=100",191.2
"Producer Price Index","WPU0241","All canned fruits and juices","2012",3,"Base 1982=100",202.9
"Producer Price Index","WPU024101","Canned fruits, excluding baby foods","2012",3,"Base 1982=100",189.9
"Producer Price Index","WPU024102","Canned and fresh fruit juices, nectars, and concentrates","2012",3,"Base 1982=100",212.6
"Producer Price Index","WPU0242","All frozen fruits, juices and ades","2012",3,"Base 1982=100",200
"Producer Price Index","WPU024202","Frozen fruits","2012",3,"Base 1982=100",215.8
"Producer Price Index","WPU0244","All canned vegetables and juices","2012",3,"Base 1982=100",171.7
"Producer Price Index","WPU02440102","Canned vegetables","2012",3,"Base 1987=100",187.1
"Producer Price Index","WPU02440127","Canned catsup and other tomato based sauces","2012",3,"Base 1987=100",154.6
"Producer Price Index","WPU0245","All frozen vegetables","2012",3,"Base 1982=100",193.7
"Producer Price Index","WPU024502","Frozen potato products","2012",3,"Base 1990=100",190.6
"Producer Price Index","WPU024505","Frozen vegetables, other than potato products","2012",3,"Base 1990=100",136.9
"Producer Price Index","WPU0282","Pickles and other pickled products, including horseradish","2012",3,"Base 1982=100",220.9
"Producer Price Index","WPU02840102","Canned dry beans","2012",3,"Base 1982=100",159.7
"Producer Price Index","WPU02890172","Chips (potato, corn, etc.)","2012",3,"Base 1985=100",212.7
"Average retail price","APU0000711211","Bananas","2012",2,"Dollars per pound",0.603
"Average retail price","APU0000711311","Oranges, navel","2012",2,"Dollars per pound",0.852
"Average retail price","APU0000711411","Grapefruit","2012",2,"Dollars per pound",0.876
"Average retail price","APU0000711412","Lemons","2012",2,"Dollars per pound",1.485
"Average retail price","APU0000711415","Strawberries","2012",2,"Dollars per 12 oz.",2.041
"Average retail price","APU0000712112","Potatoes, white","2012",2,"Dollars per pound",0.673
"Average retail price","APU0000712211","Lettuce, iceberg","2012",2,"Dollars per pound",0.798
"Average retail price","APU0000712311","Tomatoes, field grown","2012",2,"Dollars per pound",1.433
"Average retail price","APU0000713111","Orange juice, frozen concentrate","2012",2,"Dollars per 16 oz.",2.769
"Average retail price","APU0000714233","Beans, dried","2012",2,"Dollars per pound",1.436
"Average retail price","APU0000718311","Potato chips","2012",2,"Dollars per 16 oz.",5.091
"Average retail price","APU0000FL2101","Lettuce, romaine","2012",2,"Dollars per pound",1.63
"Consumer Price Index","CUUR0000SAF1","Food","2012",2,"Base 1982-84=100",232.486
"Consumer Price Index","CUUR0000SAF11","Food at home","2012",2,"Base 1982-84=100",231.18
"Consumer Price Index","CUUR0000SAF1131","Fresh fruits and vegetables","2012",2,"Base 1982-84=100",319.145
"Consumer Price Index","CUUR0000SEFK","Fresh fruits","2012",2,"Base 1982-84=100",328.316
"Consumer Price Index","CUUR0000SEFK01","Apples","2012",2,"Base 1982-84=100",313.646
"Consumer Price Index","CUUR0000SEFK02","Bananas","2012",2,"Base 1982-84=100",207.079
"Consumer Price Index","CUUR0000SEFK03","Citrus fruits","2012",2,"Base December 1997=100",190.892
"Consumer Price Index","CUUR0000SEFK04","Other fresh fruits","2012",2,"Base December 1997=100",114.052
"Consumer Price Index","CUUR0000SEFL","Fresh vegetables","2012",2,"Base 1982-84=100",308.151
"Consumer Price Index","CUUR0000SEFL01","Potatoes","2012",2,"Base 1982-84=100",329.608
"Consumer Price Index","CUUR0000SEFL02","Lettuce","2012",2,"Base 1982-84=100",289.029
"Consumer Price Index","CUUR0000SEFL03","Tomatoes","2012",2,"Base 1982-84=100",298.321
"Consumer Price Index","CUUR0000SEFL04","Other fresh vegetables","2012",2,"Base 1982-84=100",314.014
"Consumer Price Index","CUUR0000SEFM","Processed fruits and vegetables","2012",2,"Base December 1997=100",157.451
"Consumer Price Index","CUUR0000SEFM02","Frozen fruits and vegetables","2012",2,"Base December 1997=100",150.731
"Consumer Price Index","CUUR0000SEFN","Juices and nonalcoholic drinks","2012",2,"Base December 1997=100",128.766
"Consumer Price Index","CUUR0000SEFV","Food away from home","2012",2,"Base 1982-84=100",235.603
"Consumer Price Index","CUUR0000SS11031","Oranges, including tangerines","2012",2,"Base 1982-84=100",369.559
"Consumer Price Index","CUUR0000SS13031","Canned fruits","2012",2,"Base December 1997=100",150.632
"Consumer Price Index","CUUR0000SS14011","Frozen vegetables","2012",2,"Base 1982-84=100",206.976
"Consumer Price Index","CUUR0000SS14021","Canned vegetables","2012",2,"Base December 1997=100",169.828
"Consumer Price Index","CUUR0000SS14022","Dried beans, peas, and lentils","2012",2,"Base December 1997=100",198.901
"Consumer Price Index","CUUR0000SS18042","Olives, pickles, relishes","2012",2,"Base December 1997=100",137.901
"Consumer Price Index","CUUR0000SS18064","Prepared salads","2012",2,"Base 1982-84=100",110.109
"Producer Price Index","PCU3114233114235","Dried fruits and vegetables","2012",2,"Base 1982=100",206.7
"Producer Price Index","WPU01","All farm products","2012",2,"Base 1982=100",185.7
"Producer Price Index","WPU0111","All fresh fruits and melons","2012",2,"Base 1982=100",116.1
"Producer Price Index","WPU011101","All citrus fruits","2012",2,"Base 1982=100",141.3
"Producer Price Index","WPU01110101","Grapefruits","2012",2,"Base 1982=100",196.5
"Producer Price Index","WPU01110104","Lemons","2012",2,"Base 1982=100",224.2
"Producer Price Index","WPU01110105","Oranges, Valencia","2012",2,"Base 1982=100",110.9
"Producer Price Index","WPU01110106","Oranges, navel","2012",2,"Base 1982=100",99.8
"Producer Price Index","WPU01110108","Tangerines","2012",2,"Base 1991=100",121.5
"Producer Price Index","WPU011102","All other fruits and berries","2012",2,"Base 1982=100",116.4
"Producer Price Index","WPU01110208","Apples, Granny Smith","2012",2,"Base 1991=100",127.3
"Producer Price Index","WPU01110211","Apples, Golden Delicious","2012",2,"Base 1991=100",145.4
"Producer Price Index","WPU01110215","Apples, Red Delicious","2012",2,"Base 1991=100",199.1
"Producer Price Index","WPU01110216","Apples, McIntosh","2012",2,"Base 1982=100",166.4
"Producer Price Index","WPU01110221","Pears","2012",2,"Base 1982=100",92.6
"Producer Price Index","WPU01110222","Strawberries","2012",2,"Base 1982=100",170.4
"Producer Price Index","WPU01110224","Raspberries","2012",2,"Base 1991=100",41.8
"Producer Price Index","WPU011103","All melons","2012",2,"Base 1991=100",135.1
"Producer Price Index","WPU01110301","Cantaloupes","2012",2,"Base 1982=100",137.1
"Producer Price Index","WPU0113","All fresh and dry vegetables","2012",2,"Base 1982=100",148.6
"Producer Price Index","WPU011301","All dry vegetables (dry beans, peas, and lentils)","2012",2,"Base 1982=100",242.6
"Producer Price Index","WPU011302","All fresh vegetables, except potatoes","2012",2,"Base 1982=100",129.5
"Producer Price Index","WPU01130211","Cabbage","2012",2,"Base 1982=100",170.5
"Producer Price Index","WPU01130212","Carrots","2012",2,"Base 1982=100",189
"Producer Price Index","WPU01130213","Celery","2012",2,"Base 1982=100",196
"Producer Price Index","WPU01130214","Sweet corn","2012",2,"Base 1982=100",120.9
"Producer Price Index","WPU01130215","Lettuce","2012",2,"Base 1982=100",121.9
"Producer Price Index","WPU01130216","Onions, dry","2012",2,"Base 1982=100",86
"Producer Price Index","WPU01130217","Tomatoes","2012",2,"Base 1982=100",130.2
"Producer Price Index","WPU01130218","Snap beans","2012",2,"Base 1982=100",372.5
"Producer Price Index","WPU01130222","Broccoli","2012",2,"Base 1991=100",93.9
"Producer Price Index","WPU01130223","Cauliflower","2012",2,"Base 1991=100",44.6
"Producer Price Index","WPU01130224","Spinach","2012",2,"Base 1991=100",277.3
"Producer Price Index","WPU01130225","Greens","2012",2,"Base 1991=100",159.2
"Producer Price Index","WPU01130226","Endive","2012",2,"Base 1991=100",544.1
"Producer Price Index","WPU01130228","Green peppers","2012",2,"Base 1991=100",230.1
"Producer Price Index","WPU01130229","Eggplant","2012",2,"Base 1991=100",299.1
"Producer Price Index","WPU01130231","Squash","2012",2,"Base 1991=100",206.1
"Producer Price Index","WPU01130232","Beets","2012",2,"Base 1991=100",104.7
"Producer Price Index","WPU01130234","Cucumbers","2012",2,"Base 1991=100",211.2
"Producer Price Index","WPU011303","Sweet potatoes","2012",2,"Base 1982=100",114.5
"Producer Price Index","WPU011306","Potatoes, all","2012",2,"Base 2011=100",99.4
"Producer Price Index","WPU01130602","Potatoes, round white","2012",2,"Base 1991=100",260.5
"Producer Price Index","WPU01130603","Potatoes, russet","2012",2,"Base 1991=100",149.8
"Producer Price Index","WPU01130604","Potatoes, round red","2012",2,"Base 1991=100",189.3
"Producer Price Index","WPU0119","All tree nuts","2012",2,"Base 1982=100",1092.7
"Producer Price Index","WPU01190101","Pecans","2012",2,"Base 1982=100",956.4
"Producer Price Index","WPU01190102","Almonds","2012",2,"Base 1991=100",244.1
