Year,Category,Data_item,Quantity,Units
2021,Miscellaneous,Total natural cheese,39.561,pounds
2021,Processed products,Cheese,5.831,pounds
2021,Processed products,"Cold pack, cheese foods, other foods, and spreads",2.417,pounds
2021,Processed products,Total processed,8.248,pounds
2022,American types,Cheddar,11.376,pounds
2022,American types,Other than Cheddar,4.918,pounds
2022,American types,Total,16.294,pounds
2022,Italian types,Mozzarella,12.604,pounds
2022,Italian types,Other than mozzarella,3.529,pounds
2022,Italian types,Total,16.14,pounds
2022,Other types of cheeses typically from cows,Swiss,1.07,pounds
2022,Other types of cheeses typically from cows,Blue,0.297,pounds
2022,Other types of cheeses typically from cows,Brick,0.004,pounds
2022,Other types of cheeses typically from cows,Muenster,0.53,pounds
2022,Other types of cheeses typically from cows,Cream and Neufchatel,3.045,pounds
2022,Other types of cheeses typically from cows,Hispanic,1.051,pounds
2022,Other types of cheeses typically from cows,Other,1.481,pounds
2022,Miscellaneous,"Total other-than-American cheese, excluding cheese not from cows",23.613,pounds
2022,Miscellaneous,Imported cheese not from cows,0.302,pounds
2022,Miscellaneous,Total natural cheese,40.208,pounds
2022,Processed products,Cheese,5.033,pounds
2022,Processed products,"Cold pack, cheese foods, other foods, and spreads",2.406,pounds
2022,Processed products,Total processed,7.439,pounds
2023,American types,Cheddar,11.833,pounds
2023,American types,Other than Cheddar,4.98,pounds
2023,American types,Total,16.813,pounds
2023,Italian types,Mozzarella,12.453,pounds
2023,Italian types,Other than mozzarella,3.5,pounds
2023,Italian types,Total,15.94,pounds
2023,Other types of cheeses typically from cows,Swiss,1,pounds
2023,Other types of cheeses typically from cows,Blue,0.267,pounds
2023,Other types of cheeses typically from cows,Brick,0.004,pounds
2023,Other types of cheeses typically from cows,Muenster,0.549,pounds
2023,Other types of cheeses typically from cows,Cream and Neufchatel,2.981,pounds
2023,Other types of cheeses typically from cows,Hispanic,1.147,pounds
2023,Other types of cheeses typically from cows,Other,1.51,pounds
2023,Miscellaneous,"Total other-than-American cheese, excluding cheese not from cows",23.395,pounds
2023,Miscellaneous,Imported cheese not from cows,0.336,pounds
2023,Miscellaneous,Total natural cheese,40.545,pounds
2023,Processed products,Cheese,6.141,pounds
2023,Processed products,"Cold pack, cheese foods, other foods, and spreads",2.397,pounds
2023,Processed products,Total processed,8.538,pounds
