"Table","Year","Data_item","Region","State","Value","Units"
"Milk per cow",1987,"Milk production per cow, average","Other States","Total region",13727,"Pounds"
"Milk per cow",1987,"Milk production per cow, average","United States","Total region",13819,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Connecticut",15028,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Delaware",14516,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Maine",14000,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Maryland",13486,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Massachusetts",13970,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","New Hampshire",13818,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","New Jersey",13200,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","New York",14413,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Pennsylvania",14232,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Rhode Island",14444,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Vermont",13497,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northeast","Total region",14184,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Lake States","Michigan",14937,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Lake States","Minnesota",13299,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Lake States","Wisconsin",14221,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Lake States","Total region",14058,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Corn Belt","Illinois",13884,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Corn Belt","Indiana",12988,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Corn Belt","Iowa",13649,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Corn Belt","Missouri",13043,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Corn Belt","Ohio",13632,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Corn Belt","Total region",13479,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northern Plains","Kansas",12818,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northern Plains","Nebraska",12990,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northern Plains","North Dakota",11543,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northern Plains","South Dakota",11966,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Northern Plains","Total region",12312,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Appalachia","Kentucky",10976,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Appalachia","North Carolina",14670,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Appalachia","Tennessee",11872,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Appalachia","Virginia",13883,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Appalachia","West Virginia",11148,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Appalachia","Total region",12437,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southeast","Alabama",11909,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southeast","Florida",12912,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southeast","Georgia",11875,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southeast","South Carolina",12553,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southeast","Total region",12462,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Delta States","Arkansas",11603,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Delta States","Louisiana",10690,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Delta States","Mississippi",11676,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Delta States","Total region",11269,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southern Plains","Oklahoma",11683,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southern Plains","Texas",12997,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Southern Plains","Total region",12718,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Arizona",16854,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Colorado",16581,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Idaho",15643,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Montana",14080,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Nevada",14632,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","New Mexico",17726,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Utah",15156,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Wyoming",12500,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Mountain Region","Total region",15985,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","West Coast","California",17181,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","West Coast","Oregon",15989,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","West Coast","Washington",17946,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","West Coast","Total region",17222,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Other States","Alaska",14619,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Other States","Hawaii",13333,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","Other States","Total region",13525,"Pounds"
"Milk per cow",1988,"Milk production per cow, average","United States","Total region",14185,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Connecticut",15412,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Delaware",13870,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Maine",14163,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Maryland",13240,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Massachusetts",14452,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","New Hampshire",14600,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","New Jersey",13000,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","New York",14397,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Pennsylvania",14324,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Rhode Island",14167,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Vermont",14337,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northeast","Total region",14294,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Lake States","Michigan",14933,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Lake States","Minnesota",13772,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Lake States","Wisconsin",13814,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Lake States","Total region",13941,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Corn Belt","Illinois",14402,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Corn Belt","Indiana",13759,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Corn Belt","Iowa",14641,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Corn Belt","Missouri",13048,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Corn Belt","Ohio",12994,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Corn Belt","Total region",13712,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northern Plains","Kansas",12687,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northern Plains","Nebraska",13333,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northern Plains","North Dakota",11977,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northern Plains","South Dakota",12056,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Northern Plains","Total region",12488,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Appalachia","Kentucky",10684,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Appalachia","North Carolina",14721,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Appalachia","Tennessee",11860,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Appalachia","Virginia",13923,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Appalachia","West Virginia",11160,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Appalachia","Total region",12357,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southeast","Alabama",12256,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southeast","Florida",13519,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southeast","Georgia",12178,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southeast","South Carolina",12486,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southeast","Total region",12878,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Delta States","Arkansas",11676,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Delta States","Louisiana",11047,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Delta States","Mississippi",11800,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Delta States","Total region",11466,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southern Plains","Oklahoma",12320,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southern Plains","Texas",13394,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Southern Plains","Total region",13173,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Arizona",16758,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Colorado",16803,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Idaho",15608,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Montana",13625,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Nevada",14899,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","New Mexico",18552,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Utah",15395,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Wyoming",12277,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Mountain Region","Total region",16134,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","West Coast","California",17591,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","West Coast","Oregon",15884,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","West Coast","Washington",18209,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","West Coast","Total region",17574,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Other States","Alaska",14563,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Other States","Hawaii",13051,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","Other States","Total region",13231,"Pounds"
"Milk per cow",1989,"Milk production per cow, average","United States","Total region",14323,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Connecticut",15606,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Delaware",13667,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Maine",14619,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Maryland",13461,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Massachusetts",14871,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","New Hampshire",15100,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","New Jersey",13538,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","New York",14658,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Pennsylvania",14726,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Rhode Island",14250,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Vermont",14528,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Northeast","Total region",14609,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Lake States","Michigan",15394,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Lake States","Minnesota",14127,"Pounds"
"Milk per cow",1990,"Milk production per cow, average","Lake States","Wisconsin",13973,"Pounds"
